PartNumber,Desc,SUnder,Supercession,SurchVal,RRP,Stklevel
19147,CAM SENSOR          ,,                      ,,12.27,Good
SEB1032,CAM SENSOR          ,,                      ,,12.59,Good
LCS386,CAM SENSOR          ,,                      ,,7.7300000000000004,Good
EPS323,CAM SENSOR          ,,                      ,,12.27,Good
CS1427,CAM SENSOR          ,,                      ,,11.609999999999999,Good
CS1276,CAM SENSOR          ,,                      ,,12.27,Good
19148,CRANK SENSOR        ,,                      ,,13.710000000000001,Good
SEB1645,CRANK SENSOR        ,,                      ,,14.08,Good
LCS387,CRANK SENSOR        ,,                      ,,8.6400000000000006,Good
EPS324,CRANK SENSOR        ,,                      ,,13.710000000000001,Good
CS1623,CRANK SENSOR        ,,                      ,,13.710000000000001,Good
19150,CRANK SENSOR        ,,                      ,,11.4,Less than 10
SEB1436,CRANK SENSOR        ,,                      ,,11.69,Less than 10
LCS389,CRANK SENSOR        ,,                      ,,7.1799999999999997,Less than 10
EPS326,CRANK SENSOR        ,,                      ,,11.4,Less than 10
CS1506,CRANK SENSOR        ,,                      ,,11.4,Less than 10
19151,CRANK SENSOR        ,,                      ,,16.039999999999999,Good
SEB1589,CRANK SENSOR        ,,                      ,,16.469999999999999,Good
LCS390,CRANK SENSOR        ,,                      ,,10.109999999999999,Good
EPS327,CRANK SENSOR        ,,                      ,,16.039999999999999,Good
CS1541,CRANK SENSOR        ,,                      ,,16.039999999999999,Good
19152,SPEED SENSOR        ,,                      ,,20.629999999999999,Less than 10
SEB5101,SPEED SENSOR        ,,                      ,,21.170000000000002,Less than 10
LCS391,SPEED SENSOR        ,,                      ,,13,Less than 10
EPS294,SPEED SENSOR        ,,                      ,,20.629999999999999,Less than 10
CS1698,SPEED SENSOR        ,,                      ,,20.629999999999999,Less than 10
19153,CRANK SENSOR        ,,                      ,,15.51,Good
SEB1605,CRANK SENSOR        ,,                      ,,16.289999999999999,Good
LCS392,CRANK SENSOR        ,,                      ,,9.7699999999999996,Good
EPS328,CRANK SENSOR        ,,                      ,,15.51,Good
CS1536,CRANK SENSOR        ,,                      ,,15.51,Good
19156,CRANK SENSOR        ,,                      ,,7.1600000000000001,Good
SEB1412,CRANK SENSOR        ,,                      ,,7.5199999999999996,Good
LCS576,CRANK SENSOR        ,,                      ,,4.5099999999999998,Good
EPS331,CRANK SENSOR        ,,                      ,,7.1600000000000001,Good
CS1480,CRANK SENSOR        ,,                      ,,7.1600000000000001,Good
19157,CAM SENSOR          ,,                      ,,16.84,Good
SEB1592,CAM SENSOR          ,,                      ,,17.280000000000001,Good
LCS394,CAM SENSOR          ,,                      ,,10.609999999999999,Good
EPS332,CAM SENSOR          ,,                      ,,16.84,Good
CS1539,CAM SENSOR          ,,                      ,,16.84,Good
19159,CRANK SENSOR        ,,                      ,,7.8899999999999997,Less than 10
SEB1980,CRANK SENSOR        ,,                      ,,8.2799999999999994,Less than 10
LCS395,CRANK SENSOR        ,,                      ,,4.9699999999999998,Less than 10
EPS334,CRANK SENSOR        ,,                      ,,7.8899999999999997,Less than 10
CS1689,CRANK SENSOR        ,,                      ,,7.8899999999999997,Less than 10
19160,CRANK SENSOR        ,,                      ,,8.9900000000000002,Good
SEB2004,CRANK SENSOR        ,,                      ,,9.4399999999999995,Good
LCS396,CRANK SENSOR        ,,                      ,,5.6600000000000001,Good
EPS350,CRANK SENSOR        ,,                      ,,8.9900000000000002,Good
CS1715,CRANK SENSOR        ,,                      ,,8.9900000000000002,Good
19161,CAM & CRANK SENSOR  ,,                      ,,13.5,Good
SEB1721,CAM & CRANK SENSOR  ,,                      ,,13.869999999999999,Good
LCS397,CAM & CRANK SENSOR  ,,                      ,,8.5,Good
EPS351,CAM & CRANK SENSOR  ,,                      ,,13.5,Good
CS1614,CAM & CRANK SENSOR  ,,                      ,,13.5,Good
19162,CRANK SENSOR        ,,                      ,,10.6,Good
SEB1378,CRANK SENSOR        ,,                      ,,11.130000000000001,Good
LCS399,CRANK SENSOR        ,,                      ,,6.6799999999999997,Good
EPS352,CRANK SENSOR        ,,                      ,,10.6,Good
CS1446,CRANK SENSOR        ,,                      ,,10.6,Good
19163,CRANK SENSOR        ,,                      ,,11.68,Good
SEB1434,CRANK SENSOR        ,,                      ,,11.99,Good
LCS400,CRANK SENSOR        ,,                      ,,7.3600000000000003,Good
EPS353,CRANK SENSOR        ,,                      ,,11.68,Good
CS1504,CRANK SENSOR        ,,                      ,,11.68,Good
19164,CRANK SENSOR        ,,                      ,,10.99,Good
SEB1983,CRANK SENSOR        ,,                      ,,11.279999999999999,Good
LCS401,CRANK SENSOR        ,,                      ,,6.9299999999999997,Good
EPS354,CRANK SENSOR        ,,                      ,,10.99,Good
CS1716,CRANK SENSOR        ,,                      ,,10.99,Good
19165,CAM SENSOR          ,,                      ,,14.869999999999999,Good
SEB5126,CAM SENSOR          ,,                      ,,15.25,Good
LCS402,CAM SENSOR          ,,                      ,,9.3699999999999992,Good
EPS355,CAM SENSOR          ,,                      ,,14.869999999999999,Good
CS1724,CAM SENSOR          ,,                      ,,14.869999999999999,Good
19167,CRANK SENSOR        ,,                      ,,19.850000000000001,Good
SEB1379,CRANK SENSOR        ,,                      ,,20.370000000000001,Good
LCS403,CRANK SENSOR        ,,                      ,,12.51,Good
EPS357,CRANK SENSOR        ,,                      ,,19.850000000000001,Good
CS1447,CRANK SENSOR        ,,                      ,,19.850000000000001,Good
19168,CRANK SENSOR        ,,                      ,,11.83,Good
SEB1140,CRANK SENSOR        ,,                      ,,12.15,Good
LCS404,CRANK SENSOR        ,,                      ,,7.4500000000000002,Good
EPS358,CRANK SENSOR        ,,                      ,,11.83,Good
CS1020,CRANK SENSOR        ,,                      ,,11.83,Good
19169,CRANK SENSOR        ,,                      ,,16.870000000000001,Good
SEB1151,CRANK SENSOR        ,,                      ,,17.309999999999999,Good
LCS405,CRANK SENSOR        ,,                      ,,10.630000000000001,Good
EPS593,CRANK SENSOR        ,,                      ,,16.870000000000001,Good
CS1398,CRANK SENSOR        ,,                      ,,16.870000000000001,Good
19170,CRANK SENSOR        ,,                      ,,9.7200000000000006,Good
SEB1169,CRANK SENSOR        ,,                      ,,10.210000000000001,Good
LCS406,CRANK SENSOR        ,,                      ,,6.1200000000000001,Good
EPS360,CRANK SENSOR        ,,                      ,,9.7200000000000006,Good
CS1409,CRANK SENSOR        ,,                      ,,9.7200000000000006,Good
19171,CAM SENSOR          ,,                      ,,17.969999999999999,Good
SEB1153,CAM SENSOR          ,,                      ,,18.440000000000001,Good
LCS407,CAM SENSOR          ,,                      ,,11.32,Good
EPS361,CAM SENSOR          ,,                      ,,17.969999999999999,Good
CS1247,CAM SENSOR          ,,                      ,,17.969999999999999,Good
19172,CRANK SENSOR        ,,                      ,,16.300000000000001,Good
SEB1432,CRANK SENSOR        ,,                      ,,16.73,Good
LCS408,CRANK SENSOR        ,,                      ,,10.27,Good
EPS362,CRANK SENSOR        ,,                      ,,16.300000000000001,Good
CS1502,CRANK SENSOR        ,,                      ,,16.300000000000001,Good
19173,CRANK SENSOR        ,,                      ,,18.859999999999999,Good
SEB1414,CRANK SENSOR        ,,                      ,,19.350000000000001,Good
LCS409,CRANK SENSOR        ,,                      ,,11.880000000000001,Good
EPS363,CRANK SENSOR        ,,                      ,,18.859999999999999,Good
CS1482,CRANK SENSOR        ,,                      ,,18.859999999999999,Good
19174,CAM SENSOR          ,,                      ,,13.93,Good
SEB1443,CAM SENSOR          ,,                      ,,14.31,Good
LCS410,CAM SENSOR          ,,                      ,,8.7799999999999994,Good
EPS364,CAM SENSOR          ,,                      ,,13.93,Good
CS1515,CAM SENSOR          ,,                      ,,13.93,Good
19175,CRANK SENSOR        ,,                      ,,21.609999999999999,Good
SEB1164,CRANK SENSOR        ,,                      ,,22.170000000000002,Good
LCS411,CRANK SENSOR        ,,                      ,,13.609999999999999,Good
EPS365,CRANK SENSOR        ,,                      ,,21.609999999999999,Good
CS1277,CRANK SENSOR        ,,                      ,,21.609999999999999,Good
19176,CRANK SENSOR        ,,                      ,,29.649999999999999,Good
SEB1421,CRANK SENSOR        ,,                      ,,30.440000000000001,Good
LCS412,CRANK SENSOR        ,,                      ,,18.68,Good
EPS366,CRANK SENSOR        ,,                      ,,29.649999999999999,Good
CS1489,CRANK SENSOR        ,,                      ,,29.649999999999999,Good
19177,CRANK SENSOR        ,,                      ,,10.640000000000001,Good
SEB1422,CRANK SENSOR        ,,                      ,,11.17,Good
LCS413,CRANK SENSOR        ,,                      ,,6.7000000000000002,Good
EPS367,CRANK SENSOR        ,,                      ,,10.640000000000001,Good
CS1490,CRANK SENSOR        ,,                      ,,10.640000000000001,Good
19178,CAM SENSOR          ,,                      ,,24.210000000000001,Less than 5
SEB1201,CAM SENSOR          ,,                      ,,25.420000000000002,Less than 5
LCS414,CAM SENSOR          ,,                      ,,15.25,Less than 5
EPS368,CAM SENSOR          ,,                      ,,24.210000000000001,Less than 5
CS1396,CAM SENSOR          ,,                      ,,24.210000000000001,Less than 5
19179,CAM SENSOR          ,,                      ,,8.2599999999999998,Good
SEB1215,CAM SENSOR          ,,                      ,,8.6699999999999999,Good
LCS415,CAM SENSOR          ,,                      ,,5.2000000000000002,Good
EPS369,CAM SENSOR          ,,                      ,,8.2599999999999998,Good
CS1319,CAM SENSOR          ,,                      ,,8.2599999999999998,Good
19180,CAM SENSOR          ,,                      ,,11.220000000000001,Good
SEB1590,CAM SENSOR          ,,                      ,,11.52,Good
LCS416,CAM SENSOR          ,,                      ,,7.0700000000000003,Good
EPS370,CAM SENSOR          ,,                      ,,11.220000000000001,Good
CS1554,CAM SENSOR          ,,                      ,,11.220000000000001,Good
19182,CRANK SENSOR        ,,                      ,,10.06,Good
SEB1444,CRANK SENSOR        ,,                      ,,10.32,Good
LCS417,CRANK SENSOR        ,,                      ,,6.3399999999999999,Good
EPS372,CRANK SENSOR        ,,                      ,,10.06,Good
CS1516,CRANK SENSOR        ,,                      ,,10.06,Good
19183,CAM SENSOR          ,,                      ,,14.720000000000001,Good
SEB1711,CAM SENSOR          ,,                      ,,15.119999999999999,Good
LCS418,CAM SENSOR          ,,                      ,,9.2699999999999996,Good
EPS444,CAM SENSOR          ,,                      ,,14.720000000000001,Good
CS1619,CAM SENSOR          ,,                      ,,14.720000000000001,Good
19184,CAM SENSOR          ,,                      ,,10.640000000000001,Good
SEB1365,CAM SENSOR          ,,                      ,,11.17,Good
LCS419,CAM SENSOR          ,,                      ,,6.7000000000000002,Good
EPS374,CAM SENSOR          ,,                      ,,10.640000000000001,Good
CS1433,CAM SENSOR          ,,                      ,,10.640000000000001,Good
19185,CRANK SENSOR        ,,                      ,,13.07,Good
SEB1634,CRANK SENSOR        ,,                      ,,13.41,Good
LCS420,CRANK SENSOR        ,,                      ,,8.2300000000000004,Good
EPS375,CRANK SENSOR        ,,                      ,,13.07,Good
CS1639,CRANK SENSOR        ,,                      ,,13.07,Good
19186,CRANK SENSOR        ,,                      ,,11.01,Less than 10
SEB1187,CRANK SENSOR        ,,                      ,,11.56,Less than 10
LCS421,CRANK SENSOR        ,,                      ,,6.9400000000000004,Less than 10
EPS376,CRANK SENSOR        ,,                      ,,11.01,Less than 10
CS1216,CRANK SENSOR        ,,                      ,,11.01,Less than 10
19187,CRANK SENSOR        ,,                      ,,14.99,Good
SEB1384,CRANK SENSOR        ,,                      ,,15.369999999999999,Good
LCS422,CRANK SENSOR        ,,                      ,,9.4399999999999995,Good
EPS377,CRANK SENSOR        ,,                      ,,14.99,Good
CS1452,CRANK SENSOR        ,,                      ,,14.99,Good
19190,CAM SENSOR          ,,                      ,,17.399999999999999,Good
SEB1633,CAM SENSOR          ,,                      ,,17.870000000000001,Good
LCS423,CAM SENSOR          ,,                      ,,10.960000000000001,Good
EPS380,CAM SENSOR          ,,                      ,,17.399999999999999,Good
CS1641,CAM SENSOR          ,,                      ,,17.399999999999999,Good
19192,CAM SENSOR          ,,                      ,,11.369999999999999,Good
SEB1406,CAM SENSOR          ,,                      ,,11.94,Good
LCS424,CAM SENSOR          ,,                      ,,7.1600000000000001,Good
EPS382,CAM SENSOR          ,,                      ,,11.369999999999999,Good
CS1474,CAM SENSOR          ,,                      ,,11.369999999999999,Good
19193,CRANK SENSOR        ,,                      ,,9.1699999999999999,Less than 10
SEB1593,CRANK SENSOR        ,,                      ,,9.6300000000000008,Less than 10
LCS425,CRANK SENSOR        ,,                      ,,5.7800000000000002,Less than 10
EPS383,CRANK SENSOR        ,,                      ,,9.1699999999999999,Less than 10
CS1550,CRANK SENSOR        ,,                      ,,9.1699999999999999,Less than 10
19195,CRANK SENSOR        ,,                      ,,18.739999999999998,Good
SEB1374,CRANK SENSOR        ,,                      ,,19.239999999999998,Good
LCS426,CRANK SENSOR        ,,                      ,,11.81,Good
EPS385,CRANK SENSOR        ,,                      ,,18.739999999999998,Good
CS1442,CRANK SENSOR        ,,                      ,,18.739999999999998,Good
19196,CRANK SENSOR        ,,                      ,,8.2599999999999998,Good
SEB1620,CRANK SENSOR        ,,                      ,,8.6699999999999999,Good
LCS428,CRANK SENSOR        ,,                      ,,5.2000000000000002,Good
EPS386,CRANK SENSOR        ,,                      ,,8.2599999999999998,Good
CS1530,CRANK SENSOR        ,,                      ,,8.2599999999999998,Good
19197,CRANK SENSOR        ,,                      ,,11.56,Good
SEB1623,CRANK SENSOR        ,,                      ,,12.140000000000001,Good
LCS429,CRANK SENSOR        ,,                      ,,7.2800000000000002,Good
EPS387,CRANK SENSOR        ,,                      ,,11.56,Good
CS1533,CRANK SENSOR        ,,                      ,,11.56,Good
19199,CRANK SENSOR        ,,                      ,,12.609999999999999,Good
SEB2005,CRANK SENSOR        ,,                      ,,12.949999999999999,Good
LCS431,CRANK SENSOR        ,,                      ,,7.9400000000000004,Good
EPS389,CRANK SENSOR        ,,                      ,,12.609999999999999,Good
CS1707,CRANK SENSOR        ,,                      ,,12.609999999999999,Good
19200,CRANK SENSOR        ,,                      ,,8.4399999999999995,Good
SEB1986,CRANK SENSOR        ,,                      ,,8.8599999999999994,Good
LCS432,CRANK SENSOR        ,,                      ,,5.3200000000000003,Good
EPS390,CRANK SENSOR        ,,                      ,,8.4399999999999995,Good
CS1706,CRANK SENSOR        ,,                      ,,8.4399999999999995,Good
19201,CRANK SENSOR        ,,                      ,,19.93,Good
SEB1613,CRANK SENSOR        ,,                      ,,20.449999999999999,Good
LCS433,CRANK SENSOR        ,,                      ,,12.56,Good
EPS391,CRANK SENSOR        ,,                      ,,19.93,Good
CS1537,CRANK SENSOR        ,,                      ,,19.93,Good
19203,CRANK SENSOR        ,,                      ,,6.9699999999999998,Good
SEB5102,CRANK SENSOR        ,,                      ,,7.3200000000000003,Good
LCS435,CRANK SENSOR        ,,                      ,,4.3899999999999997,Good
EPS393,CRANK SENSOR        ,,                      ,,6.9699999999999998,Good
CS1708,CRANK SENSOR        ,,                      ,,6.9699999999999998,Good
19204,CAM SENSOR          ,,                      ,,10.699999999999999,Good
SEB1797,CAM SENSOR          ,,                      ,,11,Good
LCS436,CAM SENSOR          ,,                      ,,6.7400000000000002,Good
EPS394,CAM SENSOR          ,,                      ,,10.699999999999999,Good
CS1727,CAM SENSOR          ,,                      ,,10.699999999999999,Good
19205,CRANK SENSOR        ,,                      ,,11.6,Good
SEB1977,CRANK SENSOR        ,,                      ,,11.890000000000001,Good
LCS437,CRANK SENSOR        ,,                      ,,7.3099999999999996,Good
EPS395,CRANK SENSOR        ,,                      ,,11.6,Good
CS1687,CRANK SENSOR        ,,                      ,,11.6,Good
19206,CAM SENSOR          ,,                      ,,10.77,Good
SEB1599,CAM SENSOR          ,,                      ,,11.050000000000001,Good
LCS438,CAM SENSOR          ,,                      ,,6.79,Good
EPS396,CAM SENSOR          ,,                      ,,10.77,Good
CS1551,CAM SENSOR          ,,                      ,,10.77,Good
19211,CRANK SENSOR        ,,                      ,,16.859999999999999,Good
SEB1989,CRANK SENSOR        ,,                      ,,17.289999999999999,Good
LCS439,CRANK SENSOR        ,,                      ,,10.619999999999999,Good
EPS401,CRANK SENSOR        ,,                      ,,16.859999999999999,Good
CS1688,CRANK SENSOR        ,,                      ,,16.859999999999999,Good
19214,CAM SENSOR          ,,                      ,,15.66,Good
SEB1854,CAM SENSOR          ,,                      ,,16.07,Good
LCS440,CAM SENSOR          ,,                      ,,9.8699999999999992,Good
EPS404,CAM SENSOR          ,,                      ,,15.66,Good
CS1692,CAM SENSOR          ,,                      ,,15.66,Good
19215,CAM & CRANK SENSOR  ,,                      ,,16.57,Good
SEB1858,CAM & CRANK SENSOR  ,,                      ,,17,Good
LCS441,CAM & CRANK SENSOR  ,,                      ,,10.44,Good
EPS405,CAM & CRANK SENSOR  ,,                      ,,16.57,Good
CS1615,CAM & CRANK SENSOR  ,,                      ,,16.57,Good
19216,CRANK SENSOR        ,,                      ,,18.239999999999998,Good
SEB1798,CRANK SENSOR        ,,                      ,,18.719999999999999,Good
LCS442,CRANK SENSOR        ,,                      ,,11.49,Good
EPS406,CRANK SENSOR        ,,                      ,,18.239999999999998,Good
CS1587,CRANK SENSOR        ,,                      ,,18.239999999999998,Good
19217,CRANK SENSOR        ,,                      ,,8.4399999999999995,Good
SEB1979,CRANK SENSOR        ,,                      ,,8.8599999999999994,Good
LCS443,CRANK SENSOR        ,,                      ,,5.3200000000000003,Good
EPS407,CRANK SENSOR        ,,                      ,,8.4399999999999995,Good
CS1690,CRANK SENSOR        ,,                      ,,8.4399999999999995,Good
19218,WSL CRANK SENSOR    ,,                      ,,4.5,Less than 5
SEB2007,WSL CRANK SENSOR    ,,                      ,,4.7300000000000004,Less than 5
LCS761,WSL CRANK SENSOR    ,,                      ,,3.1499999999999999,Less than 5
EPS408,WSL CRANK SENSOR    ,,                      ,,4.5,Less than 5
CS1717,WSL CRANK SENSOR    ,,                      ,,4.5,Less than 5
19220,CRANK SENSOR        ,,                      ,,8.8100000000000005,Good
SEB1223,CRANK SENSOR        ,,                      ,,9.25,Good
LCS445,CRANK SENSOR        ,,                      ,,5.5499999999999998,Good
EPS410,CRANK SENSOR        ,,                      ,,8.8100000000000005,Good
CS1306,CRANK SENSOR        ,,                      ,,8.8100000000000005,Good
19224,CRANK SENSOR        ,,                      ,,9.7200000000000006,Good
SEB2006,CRANK SENSOR        ,,                      ,,10.210000000000001,Good
LCS446,CRANK SENSOR        ,,                      ,,6.1200000000000001,Good
EPS414,CRANK SENSOR        ,,                      ,,9.7200000000000006,Good
CS1718,CRANK SENSOR        ,,                      ,,9.7200000000000006,Good
19225,CAM SENSOR          ,,                      ,,39.68,Good
SEB1138,CAM SENSOR          ,,                      ,,40.719999999999999,Good
LCS447,CAM SENSOR          ,,                      ,,25,Good
EPS415,CAM SENSOR          ,,                      ,,39.68,Good
CS1334,CAM SENSOR          ,,                      ,,39.68,Good
19227,CRANK SENSOR        ,,                      ,,8.8100000000000005,Good
SEB1604,CRANK SENSOR        ,,                      ,,9.25,Good
LCS448,CRANK SENSOR        ,,                      ,,5.5499999999999998,Good
EPS417,CRANK SENSOR        ,,                      ,,8.8100000000000005,Good
CS1547,CRANK SENSOR        ,,                      ,,8.8100000000000005,Good
19231,CAM SENSOR          ,,                      ,,36.509999999999998,Good
SEB1145,CAM SENSOR          ,,                      ,,37.479999999999997,Good
LCS449,CAM SENSOR          ,,                      ,,23,Good
EPS421,CAM SENSOR          ,,                      ,,36.509999999999998,Good
CS1335,CAM SENSOR          ,,                      ,,36.509999999999998,Good
19233,CAM SENSOR          ,,                      ,,6.5999999999999996,Good
SEB1630,CAM SENSOR          ,,                      ,,6.9299999999999997,Good
LCS450,CAM SENSOR          ,,                      ,,4.1600000000000001,Good
EPS423,CAM SENSOR          ,,                      ,,6.5999999999999996,Good
CS1578,CAM SENSOR          ,,                      ,,6.5999999999999996,Good
19235,CAM SENSOR          ,,                      ,,15.789999999999999,Good
SEB1629,CAM SENSOR          ,,                      ,,16.210000000000001,Good
LCS452,CAM SENSOR          ,,                      ,,9.9499999999999993,Good
EPS425,CAM SENSOR          ,,                      ,,15.789999999999999,Good
CS1577,CAM SENSOR          ,,                      ,,15.789999999999999,Good
19238,CAM SENSOR          ,,                      ,,13.85,Good
SEB1609,CAM SENSOR          ,,                      ,,14.210000000000001,Good
LCS453,CAM SENSOR          ,,                      ,,8.7300000000000004,Good
EPS428,CAM SENSOR          ,,                      ,,13.85,Good
CS1574,CAM SENSOR          ,,                      ,,13.85,Good
19239,CAM SENSOR          ,,                      ,,4.9500000000000002,Good
SEB1627,CAM SENSOR          ,,                      ,,5.2000000000000002,Good
LCS454,CAM SENSOR          ,,                      ,,3.1200000000000001,Good
EPS429,CAM SENSOR          ,,                      ,,4.9500000000000002,Good
CS1575,CAM SENSOR          ,,                      ,,4.9500000000000002,Good
19240,CRANK SENSOR        ,,                      ,,17.98,Good
SEB1631,CRANK SENSOR        ,,                      ,,18.469999999999999,Good
LCS455,CRANK SENSOR        ,,                      ,,11.33,Good
EPS430,CRANK SENSOR        ,,                      ,,17.98,Good
CS1581,CRANK SENSOR        ,,                      ,,17.98,Good
19241,CRANK SENSOR        ,,                      ,,16.489999999999998,Good
SEB1987,CRANK SENSOR        ,,                      ,,16.93,Good
LCS456,CRANK SENSOR        ,,                      ,,10.390000000000001,Good
LCS457,CRANK SENSOR        ,,                      ,,25.260000000000002,Good
EPS431,CRANK SENSOR        ,,                      ,,16.489999999999998,Good
CS1683,CRANK SENSOR        ,,                      ,,16.489999999999998,Good
19251,CRANK SENSOR        ,,                      ,,15.619999999999999,Good
SEB1780,CRANK SENSOR        ,,                      ,,16.039999999999999,Good
LCS459,CRANK SENSOR        ,,                      ,,9.8399999999999999,Good
EPS441,CRANK SENSOR        ,,                      ,,15.619999999999999,Good
CS1701,CRANK SENSOR        ,,                      ,,15.619999999999999,Good
19256,CRANK SENSOR        ,,                      ,,15.44,Good
SEB1975,CRANK SENSOR        ,,                      ,,15.84,Good
LCS460,CRANK SENSOR        ,,                      ,,9.7300000000000004,Good
EPS446,CRANK SENSOR        ,,                      ,,15.44,Good
CS1702,CRANK SENSOR        ,,                      ,,15.44,Good
19257,CAM SENSOR          ,,                      ,,12.69,Good
SEB1853,CAM SENSOR          ,,                      ,,13.01,Good
LCS461,CAM SENSOR          ,,                      ,,7.9900000000000002,Good
EPS457,CAM SENSOR          ,,                      ,,12.69,Good
CS1660,CAM SENSOR          ,,                      ,,12.69,Good
19258,WSL CAM SENSOR      ,,                      ,,6.9199999999999999,Good
SEB1852,WSL CAM SENSOR      ,,                      ,,7.2699999999999996,Good
LCS462,WSL CAM SENSOR      ,,                      ,,4.3600000000000003,Good
EPS458,WSL CAM SENSOR      ,,                      ,,6.9199999999999999,Good
CS1661,WSL CAM SENSOR      ,,                      ,,6.9199999999999999,Good
19259,CRANK SENSOR        ,,                      ,,13.16,Good
SEB1974,CRANK SENSOR        ,,                      ,,13.51,Good
LCS463,CRANK SENSOR        ,,                      ,,8.2899999999999991,Good
EPS459,CRANK SENSOR        ,,                      ,,13.16,Good
CS1663,CRANK SENSOR        ,,                      ,,13.16,Good
19260,WSL CAM SENSOR      ,,                      ,,7.5,Less than 10
SEB1783,WSL CAM SENSOR      ,,                      ,,7.8799999999999999,Less than 10
LCS464,WSL CAM SENSOR      ,,                      ,,4.7300000000000004,Less than 10
EPS460,WSL CAM SENSOR      ,,                      ,,7.5,Less than 10
CS1700,WSL CAM SENSOR      ,,                      ,,7.5,Less than 10
19261,CRANK SENSOR        ,,                      ,,13.960000000000001,Good
SEB1399,CRANK SENSOR        ,,                      ,,14.33,Good
LCS465,CRANK SENSOR        ,,                      ,,8.7899999999999991,Good
EPS461,CRANK SENSOR        ,,                      ,,13.960000000000001,Good
CS1467,CRANK SENSOR        ,,                      ,,13.960000000000001,Good
19268,CRANK SENSOR        ,,                      ,,6.5999999999999996,Less than 10
SEB1727,CRANK SENSOR        ,,                      ,,6.9299999999999997,Less than 10
LCS466,CRANK SENSOR        ,,                      ,,4.1600000000000001,Less than 10
EPS489,CRANK SENSOR        ,,                      ,,6.5999999999999996,Less than 10
CS1703,CRANK SENSOR        ,,                      ,,6.5999999999999996,Less than 10
19269,CAM SENSOR          ,,                      ,,19.399999999999999,Good
SEB1411,CAM SENSOR          ,,                      ,,19.920000000000002,Good
LCS467,CAM SENSOR          ,,                      ,,12.220000000000001,Good
EPS473,CAM SENSOR          ,,                      ,,19.399999999999999,Good
CS1478,CAM SENSOR          ,,                      ,,19.399999999999999,Good
19270,CAM SENSOR          ,,                      ,,16.07,Good
SEB1846,CAM SENSOR          ,,                      ,,16.48,Good
LCS468,CAM SENSOR          ,,                      ,,10.119999999999999,Good
EPS493,CAM SENSOR          ,,                      ,,16.07,Good
CS1672,CAM SENSOR          ,,                      ,,16.07,Good
19271,CRANK SENSOR        ,,                      ,,10.27,Good
SEB1607,CRANK SENSOR        ,,                      ,,10.779999999999999,Good
LCS469,CRANK SENSOR        ,,                      ,,6.4699999999999998,Good
EPS471,CRANK SENSOR        ,,                      ,,10.27,Good
CS1544,CRANK SENSOR        ,,                      ,,10.27,Good
19272,CRANK SENSOR        ,,                      ,,10.09,Good
SEB1596,CRANK SENSOR        ,,                      ,,10.59,Good
LCS470,CRANK SENSOR        ,,                      ,,6.3600000000000003,Good
EPS472,CRANK SENSOR        ,,                      ,,10.09,Good
CS1538,CRANK SENSOR        ,,                      ,,10.09,Good
19273,CRANK SENSOR        ,,                      ,,20.02,Good
SEB1973,CRANK SENSOR        ,,                      ,,20.550000000000001,Good
LCS471,CRANK SENSOR        ,,                      ,,12.609999999999999,Good
EPS487,CRANK SENSOR        ,,                      ,,20.02,Good
CS1732,CRANK SENSOR        ,,                      ,,20.02,Good
19275,CAM SENSOR          ,,                      ,,9.3599999999999994,Less than 10
SEB1819,CAM SENSOR          ,,                      ,,9.8300000000000001,Less than 10
LCS472,CAM SENSOR          ,,                      ,,5.9000000000000004,Less than 10
EPS475,CAM SENSOR          ,,                      ,,9.3599999999999994,Less than 10
CS1647,CAM SENSOR          ,,                      ,,9.3599999999999994,Less than 10
19278,WSL CRANK SENSOR    ,,                      ,,10,Good
SEB1971,WSL CRANK SENSOR    ,,                      ,,10.5,Good
LCS474,WSL CRANK SENSOR    ,,                      ,,6.2999999999999998,Good
EPS478,WSL CRANK SENSOR    ,,                      ,,10,Good
CS1681,WSL CRANK SENSOR    ,,                      ,,10,Good
19282,CAM SENSOR          ,,                      ,,14.23,Good
SEB1864,CAM SENSOR          ,,                      ,,14.6,Good
LCS477,CAM SENSOR          ,,                      ,,8.9600000000000009,Good
EPS482,CAM SENSOR          ,,                      ,,14.23,Good
CS1682,CAM SENSOR          ,,                      ,,14.23,Good
19284,CRANK SENSOR        ,,                      ,,10.81,Good
SEB1610,CRANK SENSOR        ,,                      ,,11.109999999999999,Good
LCS478,CRANK SENSOR        ,,                      ,,6.8099999999999996,Good
EPS484,CRANK SENSOR        ,,                      ,,10.81,Good
CS1629,CRANK SENSOR        ,,                      ,,10.81,Good
19286,SPEED SENSOR        ,,                      ,,14.73,Good
SEB1656,SPEED SENSOR        ,,                      ,,15.470000000000001,Good
LCS480,SPEED SENSOR        ,,                      ,,9.2799999999999994,Good
EPS486,SPEED SENSOR        ,,                      ,,14.73,Good
CS1630,SPEED SENSOR        ,,                      ,,14.73,Good
19289,CAM SENSOR          ,,                      ,,11.01,Less than 5
SEB1351,CAM SENSOR          ,,                      ,,11.56,Less than 5
LCS481,CAM SENSOR          ,,                      ,,6.9400000000000004,Less than 5
EPS490,CAM SENSOR          ,,                      ,,11.01,Less than 5
CS1415,CAM SENSOR          ,,                      ,,11.01,Less than 5
19290,WSL SPEED SENSOR    ,,                      ,,2.5,Good
SEB5104,WSL SPEED SENSOR    ,,                      ,,2.6299999999999999,Good
